timestamp,node_name,response_status,simple_count,llm_count,agreement_score,consensus,common_categories,simple_unique,llm_unique,simple_vulnerable_count,simple_potential_count,simple_safe_count,llm_vulnerable_count,llm_potential_count,llm_safe_count,potential_agreement_score,potential_consensus,common_potential_categories,simple_unique_potential,llm_unique_potential,simple_results,llm_results
2025-10-05T17:12:25.445241,location_response_2,200,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-05T17:12:28.665876,location_response_3,200,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-05T17:12:32.502895,location_response_4,200,0,1,0.0,llm_only,,,Injection Attacks,0,0,0,1,0,0,0.0,no_potential,,,,[],"[{""detection_name"": ""LLM: SSRF (Server-Side Request Forgery)"", ""detection"": ""vulnerable"", ""category"": ""Injection Attacks"", ""description"": ""The response body contains an `id` field with a value of `null`, which suggests that the field is not present in the schema or is not being populated correctly. This could be an indication of a SSRF vulnerability, as an attacker could manipulate the query to request internal resources or access sensitive data. The lack of input validation and incorrect field types further support this finding."", ""evidence"": ""The GraphQL response is lacking input validation, which could allow an attacker to inject internal network access or file system access by manipulating the query parameters. For example, an attacker could inject a URL like ` http://localhost:8080` or ` C:\\Windows\\System32` to potentially access internal resources."", ""confidence"": 0.9, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""SSRF (Server-Side Request Forgery)"", ""severity"": ""CRITICAL"", ""confidence"": 0.9, ""evidence"": ""The GraphQL response is lacking input validation, which could allow an attacker to inject internal network access or file system access by manipulating the query parameters. For example, an attacker could inject a URL like ` http://localhost:8080` or ` C:\\Windows\\System32` to potentially access internal resources."", ""explanation"": ""The response body contains an `id` field with a value of `null`, which suggests that the field is not present in the schema or is not being populated correctly. This could be an indication of a SSRF vulnerability, as an attacker could manipulate the query to request internal resources or access sensitive data. The lack of input validation and incorrect field types further support this finding.""}}]"
2025-10-05T17:12:36.478821,location_response_5,400,0,1,0.0,llm_only,,,Injection Attacks,0,0,0,1,0,0,0.0,no_potential,,,,[],"[{""detection_name"": ""LLM: os_command_injection"", ""detection"": ""vulnerable"", ""category"": ""Injection Attacks"", ""description"": ""Upon reviewing the GraphQL response, it appears that the server encountered an unexpected syntax error with the '(' character. While the error message does not explicitly indicate an os_command_injection attempt, the error path suggests that the server is executing a GraphQL parser, which may allow for command injection through carefully crafted input. Attackers could potentially exploit this vulnerability to inject malicious commands, executing arbitrary system-level code. However, note that this is a potential vulnerability and may require further investigation to confirm."", ""evidence"": ""The error message 'Syntax Error: Expected Name, found (' indicates a potential os_command_injection. Specifically, the '(' character can be used as a wildcard in GraphQL, potentially leading to a command injection vulnerability."", ""confidence"": 0.9, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""os_command_injection"", ""severity"": ""HIGH"", ""confidence"": 0.9, ""evidence"": ""The error message 'Syntax Error: Expected Name, found (' indicates a potential os_command_injection. Specifically, the '(' character can be used as a wildcard in GraphQL, potentially leading to a command injection vulnerability."", ""explanation"": ""Upon reviewing the GraphQL response, it appears that the server encountered an unexpected syntax error with the '(' character. While the error message does not explicitly indicate an os_command_injection attempt, the error path suggests that the server is executing a GraphQL parser, which may allow for command injection through carefully crafted input. Attackers could potentially exploit this vulnerability to inject malicious commands, executing arbitrary system-level code. However, note that this is a potential vulnerability and may require further investigation to confirm.""}}]"
2025-10-05T17:12:40.090530,location_response_6,200,0,1,0.0,llm_only,,,Injection Attacks,0,0,0,1,0,0,0.0,no_potential,,,,[],"[{""detection_name"": ""LLM: PathInjection"", ""detection"": ""vulnerable"", ""category"": ""Injection Attacks"", ""description"": ""This vulnerability is related to the 'location' field, which is null in the response. This could be an indication that there is a path injection present in the API. The null 'location' field might be used to traverse the file system or directory structure, compromising the security of the application. However, further investigation is needed to confirm the presence of a path injection vulnerability."", ""evidence"": ""The response data contains a null 'location' field, which may indicate a path manipulation vulnerability. This could be a sign of an application error, but it also might be an intentional attempt to hide path injection."", ""confidence"": 0.7, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""PathInjection"", ""severity"": ""HIGH"", ""confidence"": 0.7, ""evidence"": ""The response data contains a null 'location' field, which may indicate a path manipulation vulnerability. This could be a sign of an application error, but it also might be an intentional attempt to hide path injection."", ""explanation"": ""This vulnerability is related to the 'location' field, which is null in the response. This could be an indication that there is a path injection present in the API. The null 'location' field might be used to traverse the file system or directory structure, compromising the security of the application. However, further investigation is needed to confirm the presence of a path injection vulnerability.""}}]"
2025-10-05T17:12:47.343351,location_response_7,200,0,1,0.0,llm_only,,,Injection Attacks,0,0,0,1,0,0,0.0,no_potential,,,,[],"[{""detection_name"": ""LLM: html_injection"", ""detection"": ""vulnerable"", ""category"": ""Injection Attacks"", ""description"": ""The presence of the `<img>` tag in the URL suggests that the GraphQL API is not properly sanitizing user input, allowing for HTML injection attacks. This is a critical issue as it could lead to cross-site scripting (XSS) vulnerabilities."", ""evidence"": ""The response body contains a URL with a `<img>` tag: http://localhost:8080/api/location/%3Cimg%20src=%27hackyimage.jpg%27%3E. This indicates HTML injection, where an attacker could inject malicious HTML code."", ""confidence"": 0.9, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""html_injection"", ""severity"": ""HIGH"", ""confidence"": 0.9, ""evidence"": ""The response body contains a URL with a `<img>` tag: http://localhost:8080/api/location/%3Cimg%20src=%27hackyimage.jpg%27%3E. This indicates HTML injection, where an attacker could inject malicious HTML code."", ""explanation"": ""The presence of the `<img>` tag in the URL suggests that the GraphQL API is not properly sanitizing user input, allowing for HTML injection attacks. This is a critical issue as it could lead to cross-site scripting (XSS) vulnerabilities.""}}]"
2025-10-05T17:12:58.308956,location_response_8,,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-05T17:13:00.272952,location_response_9,,0,1,0.0,llm_only,,,Access Control,0,0,0,1,0,0,0.0,no_potential,,,,[],"[{""detection_name"": ""LLM: query_deny_bypass"", ""detection"": ""vulnerable"", ""category"": ""Access Control"", ""description"": ""The non-aliased query is blocked with a 400 status and contains an error, while the aliased query succeeds with a 200 status and returns actual data (location object). This suggests that the API allows access control bypass using query aliases. The confidence level is 0.9 due to the clear difference in response statuses and presence of data in the aliased query. Further analysis is recommended to confirm the vulnerability."", ""evidence"": ""Non-aliased query is blocked with 400 status and aliased query succeeds with 200 status and data presence. This indicates access control bypass using query aliases."", ""confidence"": 0.9, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""query_deny_bypass"", ""severity"": ""CRITICAL"", ""confidence"": 0.9, ""evidence"": ""Non-aliased query is blocked with 400 status and aliased query succeeds with 200 status and data presence. This indicates access control bypass using query aliases."", ""explanation"": ""The non-aliased query is blocked with a 400 status and contains an error, while the aliased query succeeds with a 200 status and returns actual data (location object). This suggests that the API allows access control bypass using query aliases. The confidence level is 0.9 due to the clear difference in response statuses and presence of data in the aliased query. Further analysis is recommended to confirm the vulnerability.""}}]"
2025-10-05T17:13:05.313430,location_response_10,400,0,1,0.0,llm_only,,,Injection Attacks,0,0,0,1,0,0,0.0,no_potential,,,,[],"[{""detection_name"": ""LLM: Information Disclosure"", ""detection"": ""vulnerable"", ""category"": ""Injection Attacks"", ""description"": ""The error message suggests that the GraphQL schema can be queried, which can potentially expose sensitive information about the schema, including field names, types, and relationships. This is a known vulnerability in GraphQL APIs that can be exploited by malicious users to learn more about the schema and potentially perform further attacks."", ""evidence"": ""The response provides schema information through the error message 'Cannot query field \""types\"" on type \""Location\"". Did you mean \""type\""?'. This is an indication of an introspection vulnerability."", ""confidence"": 0.9, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""Information Disclosure"", ""severity"": ""HIGH"", ""confidence"": 0.9, ""evidence"": ""The response provides schema information through the error message 'Cannot query field \""types\"" on type \""Location\"". Did you mean \""type\""?'. This is an indication of an introspection vulnerability."", ""explanation"": ""The error message suggests that the GraphQL schema can be queried, which can potentially expose sensitive information about the schema, including field names, types, and relationships. This is a known vulnerability in GraphQL APIs that can be exploited by malicious users to learn more about the schema and potentially perform further attacks.""}}]"
2025-10-05T17:13:08.835971,location_response_11,400,1,1,0.0,both_detected,,Information Disclosure,Injection Attacks,1,0,0,0,1,0,0.0,llm_potential_only,,,Injection Attacks,"[{""detection_name"": ""Field Suggestions Enabled"", ""detection"": ""vulnerable"", ""category"": ""Information Disclosure"", ""description"": ""Field suggestions enabled - potential information disclosure"", ""evidence"": ""Found \""did you mean\"" in error message - field suggestions are enabled""}]","[{""detection_name"": ""LLM: Information Disclosure"", ""detection"": ""potential"", ""category"": ""Injection Attacks"", ""description"": ""In the received GraphQL response, there is a clear indication of an Information Disclosure issue due to the presence of a field suggestion in the error message. The error message indicates that the intended field name might be 'type' instead of 'typeague' which is used as '__type.' Although this does not provide any sensitive information, it may be considered a vulnerability as the error messages could potentially be used to guess invalid fields and exploit them. Validation of input data could prevent such issues."", ""evidence"": ""Internal error message with suggestions about a valid GraphQL field'"", ""confidence"": 0.8, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""Information Disclosure"", ""severity"": ""MEDIUM"", ""confidence"": 0.8, ""evidence"": ""Internal error message with suggestions about a valid GraphQL field'"", ""explanation"": ""In the received GraphQL response, there is a clear indication of an Information Disclosure issue due to the presence of a field suggestion in the error message. The error message indicates that the intended field name might be 'type' instead of 'typeague' which is used as '__type.' Although this does not provide any sensitive information, it may be considered a vulnerability as the error messages could potentially be used to guess invalid fields and exploit them. Validation of input data could prevent such issues.""}}]"
