timestamp,node_name,response_status,simple_count,llm_count,agreement_score,consensus,common_categories,simple_unique,llm_unique,simple_vulnerable_count,simple_potential_count,simple_safe_count,llm_vulnerable_count,llm_potential_count,llm_safe_count,potential_agreement_score,potential_consensus,common_potential_categories,simple_unique_potential,llm_unique_potential,simple_results,llm_results
2025-10-05T01:31:48.404542,photos_response_2,200,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-05T01:31:49.830140,photos_response_3,200,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-05T01:31:51.778904,photos_response_4,200,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-05T01:31:53.460380,photos_response_5,200,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-05T01:31:54.962539,photos_response_6,200,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-05T01:31:56.386451,photos_response_7,200,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-05T01:31:58.196973,photos_response_8,,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-05T01:31:59.848092,photos_response_9,,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-05T01:32:02.088571,photos_response_10,400,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-05T01:32:04.456115,photos_response_11,400,1,1,0.0,both_detected,,Information Disclosure,Injection Attacks,1,0,0,0,1,0,0.0,llm_potential_only,,,Injection Attacks,"[{""detection_name"": ""Field Suggestions Enabled"", ""detection"": ""vulnerable"", ""category"": ""Information Disclosure"", ""description"": ""Field suggestions enabled - potential information disclosure"", ""evidence"": ""Found \""did you mean\"" in error message - field suggestions are enabled""}]","[{""detection_name"": ""LLM: Information Disclosure"", ""detection"": ""potential"", ""category"": ""Injection Attacks"", ""description"": ""This GraphQL response clearly indicates an 'Information Disclosure' vulnerability, specifically a 'field_suggestions' type. The GraphQL engine is providing helpful 'Did you mean' suggestions to malformed field names. While this is a common feature in GraphQL, in a security context, it can be exploited by attackers to enumerate the existing fields of a GraphQL schema without prior knowledge or introspection queries. By systematically sending queries with slightly altered field names, an attacker can map out the entire schema, potentially discovering sensitive fields that were not intended to be public, which can then be further targeted for data extraction or other attacks. The severity is MEDIUM because while it doesn't directly expose sensitive data, it significantly aids in reconnaissance for further attacks."", ""evidence"": ""The response contains multiple error messages structured as 'Cannot query field \""[malformed_field]\"" on type \""[Type]\"". Did you mean \""[suggested_field]\""?'. Specifically: 'Did you mean \""title\""?', 'Did you mean \""url\""?', 'Did you mean \""id\""?', 'Did you mean \""title\""?'"", ""confidence"": 0.9, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""Information Disclosure"", ""severity"": ""MEDIUM"", ""confidence"": 0.9, ""evidence"": ""The response contains multiple error messages structured as 'Cannot query field \""[malformed_field]\"" on type \""[Type]\"". Did you mean \""[suggested_field]\""?'. Specifically: 'Did you mean \""title\""?', 'Did you mean \""url\""?', 'Did you mean \""id\""?', 'Did you mean \""title\""?'"", ""explanation"": ""This GraphQL response clearly indicates an 'Information Disclosure' vulnerability, specifically a 'field_suggestions' type. The GraphQL engine is providing helpful 'Did you mean' suggestions to malformed field names. While this is a common feature in GraphQL, in a security context, it can be exploited by attackers to enumerate the existing fields of a GraphQL schema without prior knowledge or introspection queries. By systematically sending queries with slightly altered field names, an attacker can map out the entire schema, potentially discovering sensitive fields that were not intended to be public, which can then be further targeted for data extraction or other attacks. The severity is MEDIUM because while it doesn't directly expose sensitive data, it significantly aids in reconnaissance for further attacks.""}}]"
