timestamp,node_name,response_status,simple_count,llm_count,agreement_score,consensus,common_categories,simple_unique,llm_unique,simple_vulnerable_count,simple_potential_count,simple_safe_count,llm_vulnerable_count,llm_potential_count,llm_safe_count,potential_agreement_score,potential_consensus,common_potential_categories,simple_unique_potential,llm_unique_potential,simple_results,llm_results
2025-09-29T10:04:17.213739,country_response_2,200,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-09-29T10:04:18.018530,country_response_3,200,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-09-29T10:04:19.336816,country_response_4,200,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-09-29T10:04:20.168017,country_response_5,200,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-09-29T10:04:21.235044,country_response_6,200,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-09-29T10:04:22.156459,country_response_7,200,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-09-29T10:04:23.531297,country_response_8,,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-09-29T10:04:25.317139,country_response_9,,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-09-29T10:04:27.251810,country_response_10,200,0,1,0.0,llm_only,,,Injection Attacks,0,0,0,0,0,1,0.0,no_potential,,,,[],"[{""detection_name"": ""LLM: Information Disclosure"", ""detection"": ""safe"", ""category"": ""Injection Attacks"", ""description"": ""The GraphQL response explicitly suggests alternative fields ('Did you mean \""states\""?') and details required arguments ('argument \""code\"" of type \""ID!\"" is required'). This behavior indicates that the GraphQL server is providing schema-level information (field names, types, and required arguments) in its error messages. While not a direct introspection query, this leakage of schema details helps attackers understand the API structure, which can aid in crafting further malicious queries. This is considered information disclosure and can be a stepping stone for other attacks, hence a low severity vulnerability related to introspection properties."", ""evidence"": ""Response messages: 'Cannot query field \""types\"" on type \""Country\"". Did you mean \""states\""?' and 'Field \""country\"" argument \""code\"" of type \""ID!\"" is required, but it was not provided.'"", ""confidence"": 0.8, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""Information Disclosure"", ""severity"": ""LOW"", ""confidence"": 0.8, ""evidence"": ""Response messages: 'Cannot query field \""types\"" on type \""Country\"". Did you mean \""states\""?' and 'Field \""country\"" argument \""code\"" of type \""ID!\"" is required, but it was not provided.'"", ""explanation"": ""The GraphQL response explicitly suggests alternative fields ('Did you mean \""states\""?') and details required arguments ('argument \""code\"" of type \""ID!\"" is required'). This behavior indicates that the GraphQL server is providing schema-level information (field names, types, and required arguments) in its error messages. While not a direct introspection query, this leakage of schema details helps attackers understand the API structure, which can aid in crafting further malicious queries. This is considered information disclosure and can be a stepping stone for other attacks, hence a low severity vulnerability related to introspection properties.""}}]"
2025-09-29T10:04:28.824053,country_response_11,200,1,1,0.0,both_detected,,Information Disclosure,Injection Attacks,1,0,0,0,0,1,0.0,no_potential,,,,"[{""detection_name"": ""Field Suggestions Enabled"", ""detection"": ""vulnerable"", ""category"": ""Information Disclosure"", ""description"": ""Field suggestions enabled - potential information disclosure"", ""evidence"": ""Found \""did you mean\"" in error message - field suggestions are enabled""}]","[{""detection_name"": ""LLM: Information Disclosure"", ""detection"": ""safe"", ""category"": ""Injection Attacks"", ""description"": ""The GraphQL response explicitly suggests alternative field names ('name' or 'native') when an incorrect field ('naame') is queried. This behavior, known as field suggestion, is a form of Information Disclosure. While not directly exploitable for critical attacks, it provides an attacker with valuable schema information, helping them to map out the API's structure and potentially discover valid fields for subsequent attacks, such as data exfiltration or more targeted information gathering. This type of disclosure can simplify an attacker's reconnaissance phase."", ""evidence"": ""{ \""message\"": \""Cannot query field \""naame\"" on type \""Country\"". Did you mean \""name\"" or \""native\""?\"" }"", ""confidence"": 0.8, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""Information Disclosure"", ""severity"": ""LOW"", ""confidence"": 0.8, ""evidence"": ""{ \""message\"": \""Cannot query field \""naame\"" on type \""Country\"". Did you mean \""name\"" or \""native\""?\"" }"", ""explanation"": ""The GraphQL response explicitly suggests alternative field names ('name' or 'native') when an incorrect field ('naame') is queried. This behavior, known as field suggestion, is a form of Information Disclosure. While not directly exploitable for critical attacks, it provides an attacker with valuable schema information, helping them to map out the API's structure and potentially discover valid fields for subsequent attacks, such as data exfiltration or more targeted information gathering. This type of disclosure can simplify an attacker's reconnaissance phase.""}}]"
